Order No,Order Date,Order Year,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
5160-2,05-07-2013,2013,Berenike Kampe,"32/82 King Street, Perth",Melbourne,VIC,Corporate,Connor Betts,Not Specified,3Max Organizer Strips,Office Supplies,Small Box,Express Air,07-07-2013,$3.40,$5.40,$2.00,26,$140.40,5%,$7.02,$133.38,$7.78,$141.16
5163-1,06-07-2013,2013,Aaron Smayling,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Small Business,Nicholas Fernandes,Medium,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Small Box,Regular Air,06-07-2013,$21.56,$35.94,$14.38,28,"$1,006.32",1%,$10.06,$996.26,$6.66,"$1,002.92"
5165-1,10-07-2013,2013,Julie Kriz,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Artisan Non-Stick Binders,Office Supplies,Small Box,Regular Air,10-07-2013,$2.74,$4.49,$1.75,11,$49.39,8%,$3.95,$45.44,$1.49,$46.93
5166-1,10-07-2013,2013,Craig Carroll,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Not Specified,DrawIt Colored Pencils,Office Supplies,Wrap Bag,Regular Air,13-07-2013,$4.37,$9.11,$4.74,6,$54.66,4%,$2.19,$52.47,$2.25,$54.72
5168-1,15-07-2013,2013,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,Critical,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Wrap Bag,Regular Air,16-07-2013,$3.88,$6.47,$2.59,20,$129.40,2%,$2.59,$126.81,$1.22,$128.03
5168-2,15-07-2013,2013,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,Critical,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,17-07-2013,$1.31,$2.84,$1.53,39,$110.76,7%,$7.75,$103.01,$0.93,$103.94
5171-1,16-07-2013,2013,George Zrebassa,"81 MacLeay St,Potts Point",Sydney,NSW,Home Office,Samantha Chairs,Critical,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,17-07-2013,$0.24,$1.26,$1.02,10,$12.60,10%,$1.26,$11.34,$0.70,$12.04
5173-1,16-07-2013,2013,Rob Haberlin,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,High,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Regular Air,16-07-2013,$2.90,$4.76,$1.86,13,$61.88,7%,$4.33,$57.55,$0.88,$58.43
5174-1,17-07-2013,2013,Pauline Webber,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,Low,UGen Ultra Cordless Optical Suite,Technology,Small Box,Express Air,17-07-2013,$54.52,$100.97,$46.45,35,"$3,533.95",5%,$176.70,"$3,357.25",$7.18,"$3,364.43"
5175-1,18-07-2013,2013,Ben Wallace,"6 Brookman Street, Perth",Melbourne,VIC,Home Office,Yvette Biti,Critical,Apex Elite Stainless Steel Scissors,Office Supplies,Small Pack,Express Air,20-07-2013,$3.42,$8.34,$4.92,15,$125.10,0%,$0.00,$125.10,$2.64,$127.74
5177-1,20-07-2013,2013,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Express Air,22-07-2013,$5.33,$8.60,$3.27,23,$197.80,2%,$3.96,$193.84,$6.19,$200.03
5178-1,21-07-2013,2013,Adam Shillingsburg,"Westfield Parramatta,Parramatta",Sydney,NSW,Corporate,Stevie Bacata,High,Cando PC940 Copier,Technology,Jumbo Drum,Delivery Truck,23-07-2013,$278.99,$449.99,$171.00,12,"$5,399.88",6%,$323.99,"$5,075.89",$49.00,"$5,124.89"
5180-1,22-07-2013,2013,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,High,Economy Binders,Office Supplies,Small Box,Express Air,23-07-2013,$1.33,$2.08,$0.75,11,$22.88,1%,$0.23,$22.65,$1.49,$24.14
5181-1,22-07-2013,2013,Edward Becker,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Low,TechSavi Internet Navigator Keyboard,Technology,Small Box,Regular Air,26-07-2013,$6.51,$30.98,$24.47,29,$898.42,3%,$26.95,$871.47,$6.50,$877.97
5183-1,23-07-2013,2013,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,25-07-2013,$2.98,$5.84,$2.86,11,$64.24,1%,$0.64,$63.60,$0.83,$64.43
5185-1,24-07-2013,2013,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Home Office,Tina Carlton,Critical,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,26-07-2013,$3.65,$5.98,$2.33,14,$83.72,9%,$7.53,$76.19,$1.49,$77.68
5186-1,26-07-2013,2013,Eric Barreto,14 Money Street,Perth,WA,Consumer,Phoebe Gour,Low,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,31-07-2013,$4.46,$10.89,$6.43,37,$402.93,6%,$24.18,$378.75,$4.50,$383.25
5188-1,26-07-2013,2013,Charles Sheldon,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Low,TechSavi Internet Navigator Keyboard,Technology,Small Box,Regular Air,28-07-2013,$6.51,$30.98,$24.47,8,$247.84,1%,$2.48,$245.36,$6.50,$251.86
5189-1,27-07-2013,2013,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Small Business,Yvette Biti,Low,Adesso Programmable 142-Key Keyboard,Technology,Small Box,Regular Air,29-07-2013,$39.64,$152.48,$112.84,31,"$4,726.88",7%,$330.88,"$4,396.00",$6.50,"$4,402.50"
5191-1,28-07-2013,2013,Thais Sissman,8 Orange Street,Perth,WA,Corporate,Tina Carlton,Not Specified,Fluorescent Highlighters by DrawIt,Office Supplies,Wrap Bag,Regular Air,30-07-2013,$1.95,$3.98,$2.03,30,$119.40,10%,$11.94,$107.46,$0.83,$108.29
5193-1,29-07-2013,2013,Nick Zandusky,"224A Gertrude St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,30-07-2013,$1.94,$3.08,$1.14,38,$117.04,4%,$4.68,$112.36,$0.99,$113.35
5194-1,30-07-2013,2013,Corinna Mitchell,"27 Greenfield Parade,Bankstown",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Emerson C82 Color Inkjet Printer,Technology,Jumbo Drum,Delivery Truck,31-07-2013,$76.79,$119.99,$43.20,24,"$2,879.76",2%,$57.60,"$2,822.16",$14.00,"$2,836.16"
5195-1,31-07-2013,2013,Alex Grayson,"74 Lindsay Street, Perth",Sydney,NSW,Consumer,Radhya Staples,Medium,Artisan Durable Binders,Office Supplies,Small Box,Regular Air,01-08-2013,$1.84,$2.88,$1.04,11,$31.68,9%,$2.85,$28.83,$1.49,$30.32
5195-2,31-07-2013,2013,Alex Grayson,"75 Lindsay Street, Perth",Sydney,NSW,Consumer,Radhya Staples,Medium,Beekin 105-Key Black Keyboard,Technology,Small Box,Regular Air,02-08-2013,$6.39,$19.98,$13.59,43,$859.14,10%,$85.91,$773.23,$4.00,$777.23
5198-1,02-08-2013,2013,Chuck Magee,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Express Air,04-08-2013,$1.53,$2.78,$1.25,40,$111.20,3%,$3.34,$107.86,$1.34,$109.20
5200-1,06-08-2013,2013,Seth Vernon,"541 Church St,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Critical,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,08-08-2013,$2.26,$3.58,$1.32,46,$164.68,6%,$9.88,$154.80,$5.47,$160.27
5201-1,07-08-2013,2013,Vivian Mathis,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Yvette Biti,High,Barrel Sharpener,Office Supplies,Small Pack,Regular Air,09-08-2013,$1.46,$3.57,$2.11,23,$82.11,9%,$7.39,$74.72,$4.17,$78.89
5202-1,08-08-2013,2013,Harold Ryan,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Not Specified,TechSavi Internet Navigator Keyboard,Technology,Small Box,Express Air,09-08-2013,$6.51,$30.98,$24.47,44,"$1,363.12",2%,$27.26,"$1,335.86",$6.50,"$1,342.36"
5204-1,09-08-2013,2013,Kean Takahito,"21 Wentworth St,Parramatta",Sydney,NSW,Home Office,Aanya Zhang,Not Specified,Binding Machine Supplies,Office Supplies,Small Box,Regular Air,10-08-2013,$18.38,$29.17,$10.79,8,$233.36,2%,$4.67,$228.69,$6.27,$234.96
5206-1,09-08-2013,2013,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Low,Cando PC940 Copier,Technology,Large Box,Regular Air,13-08-2013,$216.00,$449.99,$233.99,40,"$17,999.60",4%,$719.98,"$17,279.62",$24.49,"$17,304.11"
5207-1,09-08-2013,2013,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Low,Cando S750 Color Inkjet Printer,Technology,Jumbo Drum,Delivery Truck,16-08-2013,$75.00,$120.97,$45.97,35,"$4,233.95",8%,$338.72,"$3,895.23",$26.30,"$3,921.53"
5208-1,10-08-2013,2013,Edward Hooks,"224A Gertrude St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,High,Binder Posts,Office Supplies,Small Box,Regular Air,12-08-2013,$3.50,$5.74,$2.24,50,$287.00,10%,$28.70,$258.30,$5.01,$263.31
5209-1,11-08-2013,2013,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Low,Binder Clips by OIC,Office Supplies,Wrap Bag,Regular Air,13-08-2013,$0.93,$1.48,$0.55,19,$28.12,9%,$2.53,$25.59,$0.70,$26.29
5211-1,12-08-2013,2013,Dave Poirier,"402 Argyle St,Moss Vale",Sydney,NSW,Small Business,Natasha Song,High,Economy Rollaway Files,Office Supplies,Small Box,Express Air,14-08-2013,$67.73,$165.20,$97.47,37,"$6,112.40",4%,$244.50,"$5,867.90",$19.99,"$5,887.89"
5212-1,14-08-2013,2013,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,Regular Air,23-08-2013,$2.18,$3.52,$1.34,12,$42.24,4%,$1.69,$40.55,$6.83,$47.38
5213-1,15-08-2013,2013,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Express Air,16-08-2013,$1.31,$2.84,$1.53,13,$36.92,1%,$0.37,$36.55,$0.93,$37.48
5214-1,17-08-2013,2013,Valerie Dominguez,37/59 Brewer Street,Perth,WA,Corporate,Tina Carlton,Not Specified,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,17-08-2013,$2.52,$4.00,$1.48,41,$164.00,2%,$3.28,$160.72,$1.30,$162.02
5215-1,20-08-2013,2013,Jennifer Patt,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,High,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Large Box,Express Air,22-08-2013,$56.16,$136.98,$80.82,41,"$5,616.18",4%,$224.65,"$5,391.53",$24.49,"$5,416.02"
5216-1,20-08-2013,2013,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,Low,Steady Liquid Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,22-08-2013,$3.47,$6.68,$3.21,5,$33.40,9%,$3.01,$30.39,$1.50,$31.89
5218-1,22-08-2013,2013,Bradley Drucker,"1 John St,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Low,Economy Rollaway Files,Office Supplies,Small Box,Regular Air,24-08-2013,$67.73,$165.20,$97.47,23,"$3,799.60",7%,$265.97,"$3,533.63",$19.99,"$3,553.62"
5220-1,24-08-2013,2013,Skye Norling,"48 Albion St,Surry Hills",Sydney,NSW,Home Office,Natasha Song,Not Specified,Apex Straight Scissors,Office Supplies,Small Pack,Regular Air,27-08-2013,$5.19,$12.98,$7.79,45,$584.10,2%,$11.68,$572.42,$3.14,$575.56
5221-1,25-08-2013,2013,Bruce Degenhardt,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,26-08-2013,$1.18,$1.88,$0.70,42,$78.96,0%,$0.00,$78.96,$1.49,$80.45
5222-1,25-08-2013,2013,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Small Business,Natasha Song,Medium,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,26-08-2013,$3.52,$5.68,$2.16,32,$181.76,5%,$9.09,$172.67,$1.39,$174.06
5224-1,28-08-2013,2013,Neil French,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,29-08-2013,$1.94,$3.08,$1.14,45,$138.60,4%,$5.54,$133.06,$0.99,$134.05
5225-1,29-08-2013,2013,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Consumer,Natasha Song,Not Specified,Artisan Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Small Box,Regular Air,30-08-2013,$8.71,$14.28,$5.57,8,$114.24,1%,$1.14,$113.10,$2.99,$116.09
5226-1,29-08-2013,2013,Nancy Lomonaco,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Low,TechSavi Cordless Elite Duo,Technology,Small Box,Regular Air,03-09-2013,$60.59,$100.98,$40.39,12,"$1,211.76",4%,$48.47,"$1,163.29",$7.18,"$1,170.47"
5227-1,30-08-2013,2013,Nancy Lomonaco,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Medium,Artisan Binder Labels,Office Supplies,Small Box,Express Air,01-09-2013,$2.45,$3.89,$1.44,32,$124.48,9%,$11.20,$113.28,$7.01,$120.29
5229-1,01-09-2013,2013,Carol Triggs,15 Aberdeen Street,Perth,WA,Home Office,Radhya Staples,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,02-09-2013,$1.18,$1.88,$0.70,43,$80.84,3%,$2.43,$78.41,$1.49,$79.90
5231-1,02-09-2013,2013,Andrew Allen,"15 Aberdeen Street, Perth",Sydney,NSW,Corporate,Phoebe Gour,High,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,03-09-2013,$4.46,$10.89,$6.43,9,$98.01,3%,$2.94,$95.07,$4.50,$99.57
5232-1,03-09-2013,2013,Rob Haberlin,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Low,Barrel Sharpener,Office Supplies,Small Pack,Regular Air,05-09-2013,$1.46,$3.57,$2.11,26,$92.82,4%,$3.71,$89.11,$4.17,$93.28
5234-1,04-09-2013,2013,Darrin Martin,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,Alto Memo Cubes,Office Supplies,Wrap Bag,Express Air,06-09-2013,$3.32,$5.18,$1.86,37,$191.66,7%,$13.42,$178.24,$2.04,$180.28
5235-1,04-09-2013,2013,Max Ludwig,"6-8 O'Connell Street,Newtown",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,09-09-2013,$3.84,$6.30,$2.46,39,$245.70,10%,$24.57,$221.13,$0.50,$221.63
5236-1,09-09-2013,2013,Liz Price,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,10-09-2013,$1.94,$3.08,$1.14,24,$73.92,4%,$2.96,$70.96,$0.99,$71.95
5238-1,10-09-2013,2013,Grant Thornton,"98 Holdsworth Street,Woollahra",Sydney,NSW,Corporate,Natasha Song,Not Specified,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Wrap Bag,Regular Air,12-09-2013,$1.76,$3.38,$1.62,27,$91.26,8%,$7.30,$83.96,$0.85,$84.81
5239-1,12-09-2013,2013,Victoria Brennan,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,14-09-2013,$4.46,$10.89,$6.43,37,$402.93,10%,$40.29,$362.64,$4.50,$367.14
5240-1,12-09-2013,2013,Sarah Brown,"10 O'Connell St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,Security-Tint Envelopes,Office Supplies,Small Box,Regular Air,15-09-2013,$4.89,$7.64,$2.75,44,$336.16,1%,$3.36,$332.80,$1.39,$334.19
5241-1,12-09-2013,2013,Michael Granlund,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Medium,TechSavi Cordless Navigator Duo,Technology,Small Box,Regular Air,14-09-2013,$42.11,$80.98,$38.87,34,"$2,753.32",7%,$192.73,"$2,560.59",$7.18,"$2,567.77"
5242-1,14-09-2013,2013,Jasper Cacioppo,14 Knebworth Avenue,Perth,WA,Home Office,Radhya Staples,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Express Air,18-09-2013,$2.50,$5.68,$3.18,46,$261.28,10%,$26.13,$235.15,$3.60,$238.75
5244-1,17-09-2013,2013,Marina Lichtenstein,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Binder Posts,Office Supplies,Small Box,Regular Air,19-09-2013,$3.50,$5.74,$2.24,3,$17.22,8%,$1.38,$15.84,$5.01,$20.85
5246-1,18-09-2013,2013,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Home Office,Leighton Forrest,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Express Air,25-09-2013,$13.88,$22.38,$8.50,16,$358.08,0%,$0.00,$358.08,$15.10,$373.18
5247-1,20-09-2013,2013,Ann Chong,"101 Murray Street, Perth",Sydney,NSW,Corporate,Preston Senome,High,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,21-09-2013,$36.02,$58.10,$22.08,7,$406.70,10%,$40.67,$366.03,$1.49,$367.52
5248-1,22-09-2013,2013,Mick Crebagga,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Critical,Office Shears by Apex,Office Supplies,Small Pack,Regular Air,24-09-2013,$0.94,$2.08,$1.14,43,$89.44,5%,$4.47,$84.97,$2.56,$87.53
5250-1,23-09-2013,2013,Chloris Kastensmidt,"7/370-374 Victoria Ave,Chatswood",Sydney,NSW,Consumer,Stevie Bacata,Low,"210 Trimline Phone, White",Technology,Medium Box,Regular Air,30-09-2013,$9.91,$15.99,$6.08,27,$431.73,1%,$4.32,$427.41,$11.28,$438.69
5251-1,26-09-2013,2013,Aleksandra Gannaway,"508/130 Mounts Bay Road, Perth",Perth,WA,Home Office,Tina Carlton,Medium,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,28-09-2013,$3.32,$5.18,$1.86,23,$119.14,5%,$5.96,$113.18,$2.04,$115.22
5253-1,26-09-2013,2013,Maribeth Dona,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,High,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,28-09-2013,$14.95,$34.76,$19.81,15,$521.40,9%,$46.93,$474.47,$8.22,$482.69
5254-1,27-09-2013,2013,Michael Grace,"402 Argyle St,Moss Vale",Sydney,NSW,Corporate,Natasha Song,Low,Desktop 3-Pocket Hot File,Office Supplies,Small Box,Regular Air,02-10-2013,$22.18,$54.10,$31.92,19,"$1,027.90",10%,$102.79,$925.11,$19.99,$945.10
5256-1,30-09-2013,2013,Cynthia Delaney,"1/160 Anzac Parade,Kensington",Sydney,NSW,Corporate,Natasha Song,Not Specified,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,02-10-2013,$3.32,$5.18,$1.86,10,$51.80,1%,$0.52,$51.28,$2.04,$53.32
5257-1,01-10-2013,2013,John Dryer,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Medium,Laser DVD-RAM discs,Technology,Small Pack,Express Air,02-10-2013,$20.18,$35.41,$15.23,16,$566.56,0%,$0.00,$566.56,$1.99,$568.55
5259-1,03-10-2013,2013,Eric Barreto,14 Money Street,Perth,WA,Consumer,Phoebe Gour,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Express Air,04-10-2013,$21.56,$36.55,$14.99,46,"$1,681.30",5%,$84.07,"$1,597.24",$13.89,"$1,611.13"
5260-1,04-10-2013,2013,Carlos Daly,"5/63-71 Enmore Rd,Newtown",Sydney,NSW,Corporate,Charlie Bui,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Box,Regular Air,05-10-2013,$178.83,$415.88,$237.05,2,$831.76,8%,$66.54,$765.22,$11.37,$776.59
5261-1,05-10-2013,2013,Joni Wasserman,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,Low,600 Series Flip,Technology,Small Box,Regular Air,12-10-2013,$41.28,$95.99,$54.71,17,"$1,631.83",9%,$146.86,"$1,484.97",$8.99,"$1,493.96"
5263-1,05-10-2013,2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Medium,Economy Binders,Office Supplies,Small Box,Regular Air,07-10-2013,$1.33,$2.08,$0.75,16,$33.28,4%,$1.33,$31.95,$1.49,$33.44
5265-1,06-10-2013,2013,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Medium,1726 Digital Answering Machine,Technology,Medium Box,Regular Air,07-10-2013,$8.82,$20.99,$12.17,25,$524.75,5%,$26.24,$498.51,$4.81,$503.32
5267-1,09-10-2013,2013,Frank Merwin,"24 Addison Rd,Marrickville",Sydney,NSW,Corporate,Radhya Staples,Medium,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,11-10-2013,$1.53,$2.78,$1.25,6,$16.68,1%,$0.17,$16.51,$1.34,$17.85
5268-1,11-10-2013,2013,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,13-10-2013,$2.45,$3.89,$1.44,2,$7.78,7%,$0.54,$7.24,$7.01,$14.25
5268-2,11-10-2013,2013,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Economy Rollaway Files,Office Supplies,Small Box,Regular Air,12-10-2013,$67.73,$165.20,$97.47,6,$991.20,9%,$89.21,$901.99,$19.99,$921.98
5272-1,11-10-2013,2013,Amy Cox,"15 Aberdeen Street, Perth",Sydney,NSW,Small Business,Aanya Zhang,Critical,Pizazz Dustless Chalk Sticks,Office Supplies,Wrap Bag,Regular Air,12-10-2013,$1.09,$1.68,$0.59,38,$63.84,7%,$4.47,$59.37,$1.00,$60.37
5274-1,13-10-2013,2013,Sylvia Foulston,101 Murray Street,Perth,WA,Corporate,Tina Carlton,Critical,300 Series Non-Flip,Technology,Small Box,Regular Air,14-10-2013,$62.40,$155.99,$93.59,48,"$7,487.52",4%,$299.50,"$7,188.02",$8.08,"$7,196.10"
5274-2,13-10-2013,2013,Sylvia Foulston,101 Murray Street,Perth,WA,Corporate,Tina Carlton,Critical,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,13-10-2013,$3.40,$5.40,$2.00,8,$43.20,8%,$3.46,$39.74,$7.78,$47.52
5277-1,20-10-2013,2013,Paul MacIntyre,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Critical,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,22-10-2013,$1.09,$2.60,$1.51,36,$93.60,0%,$0.00,$93.60,$2.40,$96.00
5278-1,20-10-2013,2013,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Critical,Artisan 479 Labels,Office Supplies,Small Box,Express Air,20-10-2013,$1.59,$2.61,$1.02,1,$2.61,6%,$0.16,$2.45,$0.50,$2.95
5279-1,20-10-2013,2013,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,21-10-2013,$3.65,$5.98,$2.33,21,$125.58,2%,$2.51,$123.07,$1.49,$124.56
5280-1,21-10-2013,2013,Darrin Sayre,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Not Specified,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,23-10-2013,$3.65,$5.98,$2.33,40,$239.20,0%,$0.00,$239.20,$1.49,$240.69
5282-1,21-10-2013,2013,Amy Cox,"101/12 Victoria Ave, Perth",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,23-10-2013,$1.18,$1.88,$0.70,33,$62.04,7%,$4.34,$57.70,$1.49,$59.19
5284-1,24-10-2013,2013,Ed Jacobs,"22 Civic Rd,Auburn",Sydney,NSW,Small Business,Mihael Khan,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,27-10-2013,$4.53,$7.30,$2.77,31,$226.30,3%,$6.79,$219.51,$7.72,$227.23
5286-1,25-10-2013,2013,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Small Business,Leighton Forrest,High,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,Regular Air,27-10-2013,$11.04,$16.98,$5.94,27,$458.46,10%,$45.85,$412.61,$12.39,$425.00
5288-1,26-10-2013,2013,Shahid Shariari,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Consumer,Mihael Khan,Not Specified,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,28-10-2013,$3.40,$5.40,$2.00,47,$253.80,3%,$7.61,$246.19,$7.78,$253.97
5290-1,28-10-2013,2013,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,High,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Small Pack,Regular Air,29-10-2013,$1.87,$8.12,$6.25,37,$300.44,0%,$0.00,$300.44,$2.83,$303.27
